page_id,NAME,ID,ALIGN,EYE,HAIR,SEX,LGBTQ,ALIVE,APPEARANCES,MONTH_FA,YEAR_FA,UNIVERSE
570236,Lyle Doorne (Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,FALSE,Deceased Characters,4,November,2012,Marvel
561073,Redeemer (Microverse) (Earth-616),Secret Identity,Good Characters,NA,NA,Male Characters,FALSE,Living Characters,4,December,2012,Marvel
547523,Remus (Earth-616),Secret Identity,Good Characters,Red Eyes,Red Hair,Female Characters,FALSE,Living Characters,4,September,2012,Marvel
510953,Revolutionary (Dynasty) (Earth-616),Secret Identity,Good Characters,NA,NA,Male Characters,FALSE,Living Characters,4,April,2012,Marvel
526142,Savage (Earth-616),Secret Identity,Good Characters,Black Eyes,No Hair,Male Characters,FALSE,Living Characters,4,April,2012,Marvel
510951,Soldier One (Earth-616),Secret Identity,Good Characters,Hazel Eyes,Green Hair,Male Characters,FALSE,Living Characters,4,April,2012,Marvel
534281,Tohil (Earth-616),NA,NA,NA,NA,Male Characters,FALSE,Living Characters,4,August,2012,Marvel
511164,Tolor (Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Male Characters,FALSE,Living Characters,4,February,2012,Marvel
510949,Weather Witch (Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,FALSE,Living Characters,4,April,2012,Marvel
534285,Yum Kaax (Earth-616),NA,NA,Green Eyes,NA,Male Characters,FALSE,Living Characters,4,August,2012,Marvel
566849,Aleph (Garden) (Earth-616),No Dual Identity,Neutral Characters,Yellow Eyes,No Hair,Agender Characters,FALSE,Deceased Characters,4,February,2013,Marvel
683988,Duncan Kilgore (Earth-616),Public Identity,Good Characters,NA,Brown Hair,Male Characters,FALSE,Living Characters,4,April,2013,Marvel
584167,Esmeralda Lobo (Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,FALSE,Living Characters,4,February,2013,Marvel
682173,Hermotha (Earth-616),NA,Bad Characters,NA,NA,Female Characters,FALSE,Deceased Characters,4,May,2013,Marvel
637734,James Buchanan (Earth-616),Public Identity,NA,NA,NA,Male Characters,FALSE,Deceased Characters,4,January,2013,Marvel
581753,Joe Robards (Earth-616),NA,Neutral Characters,NA,White Hair,Male Characters,FALSE,Living Characters,4,April,2013,Marvel
568246,Makarioa Morbius (Earth-616),NA,Neutral Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,4,February,2013,Marvel
721355,Miss Coriander (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,FALSE,Living Characters,4,June,2013,Marvel
623767,Nina Ambrose (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,FALSE,Living Characters,4,May,2013,Marvel
686997,Shadrak (Earth-616),NA,NA,NA,NA,Male Characters,FALSE,Living Characters,4,February,2013,Marvel
729749,Adur (Earth-616),No Dual Identity,Bad Characters,Purple Eyes,Bald,Male Characters,FALSE,Living Characters,4,NA,NA,Marvel
587326,Andre LeClare (Earth-616),No Dual Identity,Good Characters,NA,White Hair,Male Characters,FALSE,Living Characters,4,NA,NA,Marvel
53303,Bobcat (Earth-616),Secret Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Living Characters,4,NA,NA,Marvel
438718,Brad Hatcher (Earth-616),NA,NA,NA,Black Hair,Male Characters,FALSE,Living Characters,4,NA,NA,Marvel
407141,Brian Mulroney (Earth-616),NA,Good Characters,NA,Brown Hair,Male Characters,FALSE,Living Characters,4,NA,NA,Marvel
729744,Cairn (Earth-616),No Dual Identity,Bad Characters,Yellow Eyes,Brown Hair,Male Characters,FALSE,Living Characters,4,NA,NA,Marvel
437933,Christine Hatcher (Earth-616),NA,NA,NA,Blond Hair,Female Characters,FALSE,Living Characters,4,NA,NA,Marvel
14443,Condor (Contingency) (Earth-616),Secret Identity,NA,NA,Black Hair,Male Characters,FALSE,Living Characters,4,NA,NA,Marvel
18289,Gloriole (Earth-616),Public Identity,Good Characters,NA,NA,Male Characters,FALSE,Deceased Characters,4,NA,NA,Marvel
564973,Jason (Argonaut) (Earth-616),Public Identity,Good Characters,NA,NA,Male Characters,FALSE,Living Characters,4,NA,NA,Marvel
36213,Killdeer (Earth-616),Secret Identity,Bad Characters,NA,Bald,Male Characters,FALSE,Living Characters,4,NA,NA,Marvel
438711,Kyle Hatcher (Earth-616),NA,NA,NA,Blond Hair,Male Characters,FALSE,Living Characters,4,NA,NA,Marvel
177538,Landslide (Outcasts) (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,4,NA,NA,Marvel
87230,Lori (Earth-616),Secret Identity,Good Characters,NA,Black Hair,Female Characters,FALSE,Living Characters,4,NA,NA,Marvel
437931,Margie White (Earth-616),NA,NA,NA,NA,Female Characters,FALSE,Living Characters,4,NA,NA,Marvel
289320,Pink Lady (Earth-616),Secret Identity,NA,Red Eyes,Pink Hair,Female Characters,FALSE,Living Characters,4,NA,NA,Marvel
743195,Queen of Angels (Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Brown Hair,Female Characters,FALSE,Living Characters,4,NA,NA,Marvel
67728,Revelation (Earth-616),Secret Identity,Neutral Characters,NA,NA,Female Characters,FALSE,Deceased Characters,4,NA,NA,Marvel
36215,Shrike (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,4,NA,NA,Marvel
729756,Viciada (Earth-616),No Dual Identity,Bad Characters,Purple Eyes,Bald,Female Characters,FALSE,Living Characters,4,NA,NA,Marvel
703910,Agent Monkton (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,FALSE,Deceased Characters,4,NA,NA,Marvel
725762,Alec Eiffel (Earth-616),No Dual Identity,Bad Characters,NA,Blond Hair,Male Characters,FALSE,Living Characters,4,NA,NA,Marvel
666057,"Annie (Noh-Varr, Construct) (Earth-616)",Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,FALSE,Living Characters,4,NA,NA,Marvel
721286,Antonio Aggasiz (Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,FALSE,Deceased Characters,4,NA,NA,Marvel
660739,Asha (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,FALSE,Living Characters,4,NA,NA,Marvel
733572,B-329 (Earth-616),No Dual Identity,Good Characters,White Eyes,No Hair,Male Characters,FALSE,Living Characters,4,NA,NA,Marvel
722086,Battle-Lon (Earth-616),No Dual Identity,Good Characters,Grey Eyes,Brown Hair,Male Characters,FALSE,Living Characters,4,NA,NA,Marvel
612293,Bear (Earth-616),Secret Identity,Neutral Characters,NA,Blond Hair,Female Characters,FALSE,Living Characters,4,NA,NA,Marvel
660742,Blocks (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,FALSE,Living Characters,4,NA,NA,Marvel
731612,Briar Raleigh (Earth-616),No Dual Identity,Neutral Characters,Green Eyes,Red Hair,Female Characters,FALSE,Living Characters,4,NA,NA,Marvel
660745,Bull (Wakandan) (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,FALSE,Living Characters,4,NA,NA,Marvel
732193,Caninus (Earth-616),Secret Identity,Good Characters,Yellow Eyes,Brown Hair,Male Characters,FALSE,Living Characters,4,NA,NA,Marvel
719804,Clara (Earth-616),No Dual Identity,Good Characters,Green Eyes,NA,Female Characters,FALSE,Living Characters,4,NA,NA,Marvel
713779,Dante (Inhuman) (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,FALSE,Living Characters,4,NA,NA,Marvel
670229,Elizabeth Braddock (Revenant) (Earth-616),Secret Identity,Bad Characters,Violet Eyes,Purple Hair,Female Characters,FALSE,Deceased Characters,4,NA,NA,Marvel
714001,Ex Nihila (Earth-616),No Dual Identity,Bad Characters,Green Eyes,Bald,Female Characters,FALSE,Deceased Characters,4,NA,NA,Marvel
732195,Felinatus (Earth-616),Secret Identity,Good Characters,Green Eyes,White Hair,Male Characters,FALSE,Living Characters,4,NA,NA,Marvel
660684,Gang (Earth-616),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,FALSE,Living Characters,4,NA,NA,Marvel
715815,Harrison (Earth-616),No Dual Identity,Good Characters,NA,NA,Agender Characters,FALSE,Living Characters,4,NA,NA,Marvel
675581,Ivory Honeyshot (Earth-616),No Dual Identity,Good Characters,NA,Blond Hair,Male Characters,FALSE,Living Characters,4,NA,NA,Marvel
733576,Ja Kyee Lrurt (Earth-616),No Dual Identity,Good Characters,Green Eyes,Black Hair,Female Characters,TRUE,Living Characters,4,NA,NA,Marvel
691929,Jusuf Khan (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,FALSE,Living Characters,4,NA,NA,Marvel
713064,Kim (Earth-616),Secret Identity,Good Characters,Yellow Eyes,Black Hair,Male Characters,FALSE,Living Characters,4,NA,NA,Marvel
713773,Lash (Inhuman) (Earth-616),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,FALSE,Living Characters,4,NA,NA,Marvel
660486,Loch (Earth-616),Public Identity,Good Characters,White Eyes,No Hair,Male Characters,FALSE,Living Characters,4,NA,NA,Marvel
642174,Lord Ogre (Earth-616),Secret Identity,Bad Characters,NA,Bald,Male Characters,FALSE,Deceased Characters,4,NA,NA,Marvel
666066,Merree (Construct) (Earth-616),Secret Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,FALSE,Living Characters,4,NA,NA,Marvel
699063,Mr. Schlickeisen (Earth-616),Public Identity,NA,NA,Black Hair,Male Characters,FALSE,Living Characters,4,NA,NA,Marvel
697602,Nil (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,FALSE,Living Characters,4,NA,NA,Marvel
722095,Plorp (Earth-616),No Dual Identity,Good Characters,Black Eyes,Bald,NA,FALSE,Living Characters,4,NA,NA,Marvel
660729,Pom Pom (Earth-616),Public Identity,Good Characters,Black Eyes,Black Hair,Female Characters,FALSE,Living Characters,4,NA,NA,Marvel
697610,Ringer (Hobgoblin) (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,4,NA,NA,Marvel
659973,Roger Bochs Jr. (Earth-616),Public Identity,Good Characters,NA,NA,Male Characters,FALSE,Living Characters,4,NA,NA,Marvel
722328,Saul Creed (Earth-616),No Dual Identity,NA,NA,NA,Male Characters,FALSE,Deceased Characters,4,NA,NA,Marvel
675585,Screwbeard (Earth-616),No Dual Identity,Good Characters,NA,Brown Hair,Male Characters,FALSE,Living Characters,4,NA,NA,Marvel
660481,Shri (Earth-616),Public Identity,Good Characters,Black Eyes,Black Hair,Female Characters,FALSE,Living Characters,4,NA,NA,Marvel
701588,Smasher VI (Earth-616),Secret Identity,Good Characters,NA,Blond Hair,Male Characters,FALSE,Living Characters,4,NA,NA,Marvel
642153,Tom Brevoort (Earth-616),No Dual Identity,Neutral Characters,NA,NA,Male Characters,FALSE,Living Characters,4,NA,NA,Marvel
683374,Ud (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,FALSE,Deceased Characters,4,NA,NA,Marvel
706527,Verity Willis (Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,FALSE,Living Characters,4,NA,NA,Marvel
728548,Vladimir (Bomb) (Earth-616),No Dual Identity,Neutral Characters,Purple Eyes,No Hair,Agender Characters,FALSE,Living Characters,4,NA,NA,Marvel
683385,Waziria (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,FALSE,Living Characters,4,NA,NA,Marvel
282489,Ken Masters (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,FALSE,Living Characters,3,October,1939,Marvel
331372,Sha (Earth-616),NA,Good Characters,NA,NA,Female Characters,FALSE,Living Characters,3,October,1939,Marvel
282523,Barnabus Mullen (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Bald,Male Characters,FALSE,Living Characters,3,January,1940,Marvel
446019,Clara Crandall (Earth-616),Public Identity,Good Characters,NA,Brown Hair,Female Characters,FALSE,Living Characters,3,April,1940,Marvel
282449,Dale Sturm (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,FALSE,Living Characters,3,April,1940,Marvel
282452,David Dean (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Red Hair,Male Characters,FALSE,Living Characters,3,March,1940,Marvel
282472,Donovan Gorman (Earth-616),Public Identity,Good Characters,Green Eyes,Brown Hair,Male Characters,FALSE,Living Characters,3,May,1940,Marvel
282530,Doyle Denton (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,FALSE,Living Characters,3,January,1940,Marvel
445751,K-4 (Earth-616),Secret Identity,Good Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,3,February,1940,Marvel
237820,Magar the Mystic (Earth-616),Public Identity,Good Characters,Black Eyes,NA,Male Characters,FALSE,Living Characters,3,August,1940,Marvel
449964,Nora Jones (Earth-616),Public Identity,Good Characters,NA,NA,Female Characters,FALSE,Deceased Characters,3,September,1940,Marvel
445764,Ronald Wolverstone-Clodd (Earth-616),Public Identity,Good Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,3,February,1940,Marvel
282577,Vampire (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,3,February,1940,Marvel
282592,Zombie Master (Earth-616),Secret Identity,Bad Characters,Green Eyes,Grey Hair,Male Characters,FALSE,Deceased Characters,3,January,1940,Marvel
473821,Admiral Leeds (Earth-616),Public Identity,Good Characters,NA,White Hair,Male Characters,FALSE,Living Characters,3,November,1941,Marvel
344913,Butterfly (Vitrioli) (Earth-616),Secret Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Deceased Characters,3,May,1941,Marvel
453563,Emil Cullen (Earth-616),Secret Identity,Bad Characters,NA,Bald,Male Characters,FALSE,Deceased Characters,3,June,1941,Marvel
458845,Eric Schmitt (Earth-616),Public Identity,Good Characters,NA,Bald,Male Characters,FALSE,Deceased Characters,3,October,1941,Marvel
89755,Wolfgang von Krantz (Earth-616),NA,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Living Characters,3,March,1941,Marvel
19645,Archie the Gruesome (Earth-616),Public Identity,Good Characters,NA,Brown Hair,Male Characters,FALSE,Living Characters,3,June,1942,Marvel
483447,King Ra (Earth-616),Public Identity,Good Characters,NA,White Hair,Male Characters,FALSE,Living Characters,3,December,1942,Marvel
469052,Ruffy Rabbit (Earth-616),Secret Identity,Good Characters,NA,Grey Hair,Male Characters,FALSE,Living Characters,3,March,1942,Marvel
485915,Attila the Hun (Earth-616),No Dual Identity,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,3,March,1943,Marvel
260717,Martin Oksner Burns (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,FALSE,Living Characters,3,March,1943,Marvel
521374,Mrs. Ilse (Earth-616),Public Identity,Bad Characters,NA,Brown Hair,Female Characters,FALSE,Living Characters,3,September,1946,Marvel
85352,Verrill Shark (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,3,June,1947,Marvel
431996,Blaze (Dog) (Earth-616),NA,Good Characters,Brown Eyes,Gold Hair,Male Characters,FALSE,Living Characters,3,October,1949,Marvel
661527,Sala\u1e25 ad-Din Yusuf ibn Ayyub (Earth-616),Public Identity,Neutral Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,3,January,1949,Marvel
576230,Kanwi (Earth-616),Public Identity,Good Characters,NA,White Hair,Male Characters,FALSE,Living Characters,3,July,1951,Marvel
623681,Crime Boss (Earth-616),Secret Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Living Characters,3,December,1953,Marvel
624036,Korea Katie (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Female Characters,FALSE,Living Characters,3,May,1953,Marvel
623675,Mary Wilson (Earth-616),No Dual Identity,Good Characters,NA,Black Hair,Female Characters,FALSE,Living Characters,3,December,1953,Marvel
602014,Panther Lady (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Female Characters,FALSE,Living Characters,3,March,1953,Marvel
624575,Doe Eyes (Earth-616),Public Identity,Good Characters,NA,Black Hair,Female Characters,FALSE,Living Characters,3,April,1954,Marvel
685006,Colonel Frosby (Earth-616),Public Identity,Good Characters,NA,Grey Hair,Male Characters,FALSE,Living Characters,3,November,1955,Marvel
654228,Guinevere (Earth-616),Public Identity,Good Characters,NA,Black Hair,Female Characters,FALSE,Living Characters,3,May,1955,Marvel
668769,Nocona (Earth-616),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,3,November,1955,Marvel
658772,Thunder (Black Knight) (Earth-616),Public Identity,Good Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,3,May,1955,Marvel
697278,Jess Wayne (Earth-616),Public Identity,Good Characters,NA,Brown Hair,Male Characters,FALSE,Living Characters,3,July,1957,Marvel
86057,Adam Clayton (Earth-616),Secret Identity,NA,Blue Eyes,Blond Hair,Male Characters,FALSE,Living Characters,3,February,1959,Marvel
17518,Bombu (Earth-616),Secret Identity,Bad Characters,Black Eyes,Orange Hair,Male Characters,FALSE,Living Characters,3,September,1960,Marvel
402035,Krang (Monster) (Earth-616),NA,Bad Characters,NA,NA,Male Characters,FALSE,Deceased Characters,3,December,1960,Marvel
399385,Monstrom (Earth-616),Secret Identity,Neutral Characters,One Eye,NA,Male Characters,FALSE,Living Characters,3,September,1960,Marvel
478535,Anne Benson (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,FALSE,Living Characters,3,October,1961,Marvel
552883,Big Monk McGak (Earth-616),Public Identity,Bad Characters,NA,Blond Hair,Male Characters,FALSE,Living Characters,3,May,1961,Marvel
16125,Creature from Krogarr (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,3,November,1961,Marvel
14477,Crusher (Earth-616),Public Identity,Neutral Characters,NA,Brown Hair,Male Characters,FALSE,Living Characters,3,February,1961,Marvel
396244,Ghost (Zero) (Earth-616),NA,Neutral Characters,NA,NA,Male Characters,FALSE,Deceased Characters,3,May,1961,Marvel
86061,Howard Lindley (Earth-616),Secret Identity,Good Characters,NA,NA,Male Characters,FALSE,Living Characters,3,October,1961,Marvel
